"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
0.0715729897700994 0.00717899932044137 0.00881427608136636 0.149687514872334 0.0656625675969854 0.0063977989023936 0.00799649715295106 0.135277878731105 0.224465437478563 0.0152081119338723 0.00694060178877506 0.232664096271017 1 1 1 1 1.14665266964585 0.309101206250489 0.132272714981809 0.566016362980008 1
0.00129558816925225 0.0005099068123338 0.00133113477039359 0.000920802886954003 0.00121625479778867 0.000387794716252954 0.0014129702757033 0.00142220943087599 0.00763117217599363 0.00375504619054456 0.000479812018151289 0.00339403896254853 1 1 1 1 1.0039397617802 0.326628328999504 0.0247715967707336 0.162711632670835 2
0.0623586436198988 0.185449582395685 0.294973221153082 0.285731497252148 0.0696709570151282 0.22403028290787 0.378190686170456 5.52351771859623 0.568043762160993 0.326286045425181 0.492340204347653 0.010037359971905 1 0 1 1 1.54005571315065 0.942784613231197 0.36185066960752 0.0127429524436593 3
0.526176585474598 0.324433455949708 0.394072463236263 2.65092584918167 0.588135425481951 0.330664535921541 0.390703729780747 3.60223779570471 0.434380496418105 0.14840952152019 0.023654422182395 0.357916045373435 0 0 1 0 0.701285149902105 0.456748500000685 0.0254929212387651 0.0783239570446312 4
0.0891466747917618 0.0197360962987416 0.0118660604623522 0.194145469489054 0.0911867344026138 0.01514292049363 0.0102670373101731 0.196049590960936 0.29004072813091 0.0221768880165091 0.00346005557181564 0.316119352045172 1 1 1 1 1.33121683495119 0.304883275413886 0.0177239710465074 0.692625114694238 5
0.164216059210836 0.0717796383140287 0.0721266838592191 0.288619851092254 0.166987567824809 0.0715751328378524 0.070400264024764 0.280460556320856 0.360938639834581 0.062823986702051 0.0152645086207753 0.322676917834193 0 0 0 0 1.79029444232583 0.684289930388331 0.149843604303896 0.869767326395959 6
0.105464685427181 0.207084833919084 0.240751322032319 0.0262969236820541 0.117231367791121 0.223137618906423 0.270799073949708 0.042097640212902 0.381907017049603 0.287540369661576 0.0597092046972228 0.356524199581337 1 1 1 1 1.14349149307236 0.536283893976361 0.0915618345607072 0.524219667539001 7
0.0283691878857206 0.0344116278537081 0.0325041763085234 0.0548147961220732 0.0383245630916859 0.036534095468752 0.0358990126789793 0.0563356448767754 0.367617125973091 0.0605253692525907 0.024721130008804 0.357316066881166 1 1 1 1 1.56050599738955 0.637203397462144 0.233300005318597 0.668867945903912 8
0.128494998173768 0.00641494522251682 0.00398333945719192 0.448551010997223 0.137484893874386 0.00497090824575839 0.00248097791788494 0.457777458131652 0.22242242148193 0.0111059317562219 0.00204393793136472 0.252989705757636 0 1 1 0 1.07441852940246 0.26117097097449 0.0339893251657486 0.349979129619896 9
0.079167515247586 0.0047932074813193 0.00476699971804123 0.222967302937569 0.0823225558920575 0.00405100412483175 0.00370320199782407 0.219926496394227 0.17797460562437 0.0100501470186337 0.00197012331696685 0.189710142662841 1 1 1 1 1.06817620107904 0.28374484134838 0.0390948338899761 0.405133123509586 10
