"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
992939 0 992939 599191 992939 0 992939 0 992939 992939 599191 599191
992939 0 49646.95 599191 992939 0 992939 0 49646.95 49646.95 599191 599191
8180.25 0 8144 55.25 8162.25 0 8212 0 8132 8149.75 70.25 57
8443.275 0 8414.775 76.55 8326.95 0 8338.55 0 8309.975 8323.75 80.55 73.875
0.00823842149417034 0 0.00820191371272556 9.22076599948931e-05 0.00822029349234948 0 0.0082703972751599 0 0.00818982837817832 0.00820770460219611 0.00011724141383966 9.5128264610116e-05
0.00850331692077761 0 0.00847461425122792 0.000127755590454463 0.00838616470901032 0 0.00839784719907265 0 0.00836906899618204 0.00838294195313106 0.000134431258146401 0.000123291237685479
8180.25 0 0 55.25 8162.25 0 8212 0 0 0 70.25 57
8443.275 0 0 76.55 8326.95 0 8338.55 0 0 0 80.55 73.875
0.00823842149417034 0 0 9.22076599948931e-05 0.00822029349234948 0 0.0082703972751599 0 0 0 0.00011724141383966 9.5128264610116e-05
0.00850331692077761 0 0 0.000127755590454463 0.00838616470901032 0 0.00839784719907265 0 0 0 0.000134431258146401 0.000123291237685479
1440.5 0 1418.25 6.25 1397 0 1418.25 0 1417.25 1421.5 9 6
1488.775 0 1506.375 13.775 1468.65 0 1497.725 0 1487.6 1517.775 15.775 9.775
0.0014507437012747 0 0.0014283354768017 1.04307307686531e-05 0.00140693436354096 0 0.0014283354768017 0 0.00142732836558943 0.00143160858824157 1.50202523068604e-05 1.00135015379069e-05
0.00149936199504703 0 0.00151708715238298 2.29893306141114e-05 0.0014790938819001 0 0.00150837564039684 0 0.00149817863937261 0.00152856822020285 2.63271644600803e-05 1.63136629221734e-05
11210.25 42.25 1450 117.5 11196.75 45.75 11265 44 1454 1467.5 125.25 114.75
11709.625 56.1 1570.775 177.025 11498.275 60.775 11585.35 64.2 1537.575 1513.725 165 158.875
17.7658478605388 0.0669572107765452 2.29793977812995 0.18621236133122 17.7444532488114 0.0725039619651347 17.8526148969889 0.0697305863708399 2.30427892234548 2.3256735340729 0.198494453248811 0.181854199683043
18.5572503961965 0.0889064976228209 2.48934231378764 0.28054675118859 18.2223058637084 0.0963153724247227 18.3603011093502 0.101743264659271 2.43672741679873 2.39893026941363 0.26148969889065 0.251782884310618
1937.25 29 1437 33.25 1947.25 27 1991.75 25 1439 1451 42.25 39
2037.55 37.775 1560.075 46.325 2054.875 41.975 2030.1 39.775 1529.525 1487.1 50.325 48.775
5.07133507853403 0.0759162303664921 3.76178010471204 0.0870418848167539 5.09751308900524 0.0706806282722513 5.21400523560209 0.0654450261780105 3.76701570680628 3.79842931937173 0.110602094240838 0.102094240837696
5.33390052356021 0.0988874345549738 4.08396596858639 0.121269633507853 5.37925392670157 0.10988219895288 5.31439790575916 0.104123036649215 4.00399214659686 3.89293193717277 0.131740837696335 0.127683246073298
-1.91764466900002e-05 -8.28008177022888e-08 -2.52839509812253e-06 -2.48654501378009e-07 -1.89659104487816e-05 -9.83461517362061e-08 -1.90248105907398e-05 -9.541016020298e-08 -2.50781040192494e-06 -2.50352070053916e-06 -2.49910502153616e-07 -2.34779908847571e-07
-1.84568221211406e-05 -6.72861148451331e-08 -2.38010033757341e-06 -1.73963846791803e-07 -1.86615936795198e-05 -6.78537099577103e-08 -1.86506074835516e-05 -7.39773708832714e-08 -2.42240435067154e-06 -2.32458737794844e-06 -2.04233650362429e-07 -1.61228455183848e-07
-6.97659346689134e-05 -3.01238103791294e-07 -9.19856791429462e-06 -9.04631289555619e-07 -6.89999816283037e-05 -3.57793667819861e-07 -6.92142665540918e-05 -3.47112221105212e-07 -9.12367861945726e-06 -9.10807223358885e-06 -9.09200752786822e-07 -8.54154059248863e-07
-6.71478646234664e-05 -2.44793979212972e-07 -8.65905594195374e-06 -6.3289881416658e-07 -6.78928451401845e-05 -2.46858950069283e-07 -6.78528762010703e-05 -2.69137474082287e-07 -8.81296240135927e-06 -8.45709394257597e-06 -7.43023550646064e-07 -5.86566116912146e-07
