"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
4380568 0 4380568 4380567 4380568 4380568 4380567 4380567 4380568 0 4380568 0
4380568 0 219028.4 4380567 219028.4 219028.4 4380567 4380567 4380568 0 4380568 0
793.25 0 627.75 644.5 662.5 639.75 681 640.5 761.25 0 759.5 0
821.175 0 669.85 679.275 700.325 671.525 710.525 666.875 795.075 0 823.3 0
0.000181083822919767 0 0.000143303334179495 0.000147127072819569 0.000151236095410458 0.000146042704964288 0.000155459327525409 0.000146213949016189 0.000173778834160319 0 0.000173379342587537 0
0.00018745856701688 0 0.000152913960016144 0.000155065542885202 0.000159870820405025 0.000153296330521521 0.000162199322599106 0.000152234859094724 0.000181500435559955 0 0.000187943663926687 0
793.25 0 0 644.5 0 0 681 640.5 761.25 0 759.5 0
821.175 0 0 679.275 0 0 710.525 666.875 795.075 0 823.3 0
0.000181083822919767 0 0 0.000147127072819569 0 0 0.000155459327525409 0.000146213949016189 0.000173778834160319 0 0.000173379342587537 0
0.00018745856701688 0 0 0.000155065542885202 0 0 0.000162199322599106 0.000152234859094724 0.000181500435559955 0 0.000187943663926687 0
598 0 461.75 485.75 517.5 486.5 507.25 467 585.25 0 574 0
632.3 0 520.425 526.2 547.975 519 534.85 514.75 605.525 0 617.875 0
0.000136511977442195 0 0.000105408704989855 0.000110887471872933 0.000118135365094207 0.000111058657233491 0.0001157955123161 0.000106607204044591 0.000133601395983352 0 0.000131033235872608 0
0.000144342012268729 0 0.000118803086723 0.000120121436334611 0.000125092225483088 0.000118477786442306 0.00012209606655942 0.000117507619447437 0.000138229791205159 0 0.000141049060304508 0
55728214.25 55956575.5 55674888.75 55940345.75 55676343.25 55803891 55872896 56013943.75 55727290.75 55826907.5 55795565.25 55900601.5
55755988.7 55980331.775 55706391.425 55964508.875 55696126.3 55845264.625 55904365.375 56041872.225 55751000.825 55850937.7 55810818.425 55914729.55
0.0948378759652646 0.0952264995053194 0.0947471270112052 0.0951988798329836 0.0947496022688901 0.0949666621165264 0.0950840943314118 0.0953241283823805 0.0948363043595773 0.0950058314314153 0.0949524934147935 0.0951312433529248
0.0948851423253939 0.0952669277640062 0.0948007380379433 0.095240000466087 0.0947832689217223 0.095037071455293 0.0951376486884483 0.0953716568611519 0.0948766539954349 0.0950467258537056 0.0949784511587872 0.09515528636725
152463429 152660403.25 152415749.25 152646551.75 152422580.25 152530806.75 152593237.5 152712471 152462596.25 152550341.25 152522334 152614757.75
152493256.325 152684947.775 152447234.1 152669540.725 152434832.25 152564865.8 152614679.825 152734805.3 152482474.825 152572323.725 152539769.15 152629870
0.363355772911534 0.363825208312022 0.363242140989918 0.363792196969424 0.363258420849954 0.363516349743558 0.363665136725252 0.363949297857096 0.363353788274813 0.363562904995479 0.363496157211846 0.36371642448077
0.363426858356748 0.363883703617491 0.363317176702297 0.363846985037843 0.363287620212443 0.363597520372597 0.363716238767391 0.364002525682891 0.363401163537398 0.363615294340561 0.363537709224979 0.363752440483527
-0.06924780587017 -0.069623612648192 -0.0730261021598613 -0.0666218068463364 -0.0730189679429084 -0.0714514356434369 -0.0674293035492372 -0.065888772837156 -0.0692390031516076 -0.0711901126603622 -0.0684406885758941 -0.0703823507765308
-0.0692142178241947 -0.0695994857391206 -0.072985977975649 -0.0665956709115369 -0.0729963079411573 -0.0714132815429062 -0.0673966738371091 -0.0658536283268776 -0.0692111058408606 -0.0711551524230774 -0.0684093659282117 -0.0703641762433753
-0.204640605225795 -0.205751186644743 -0.215806198557292 -0.196880272276514 -0.215785115571966 -0.211152755680647 -0.199266580577882 -0.19471401557849 -0.204614591496816 -0.210380495928242 -0.202255418149998 -0.207993403966145
-0.20454134608003 -0.205679886980984 -0.215687623864012 -0.19680303555474 -0.215718150901902 -0.211040002964133 -0.199170153493235 -0.194610156780895 -0.204532149569831 -0.21027718169284 -0.202162853692562 -0.207939694719796
