"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
3478815 0 3478815 2744666 3478815 0 3478815 0 3478815 3478815 2744666 2744666
3478815 0 173940.75 2744666 3478815 0 3478815 0 173940.75 173940.75 2744666 2744666
32062.25 0 32017.75 419.75 31965.75 0 31968.75 0 32055 31979.75 504.75 422.5
32331.175 0 32362.95 445.55 32234 0 32160.625 0 32384.625 32166.425 556.3 440.425
0.00921642858272141 0 0.00920363687060105 0.000152932998040563 0.00918868925194355 0 0.0091895516145584 0 0.00921434453973551 0.00919271361081288 0.000183902157858187 0.000153934941446427
0.00929373220478812 0 0.00930286606215047 0.000162333048902854 0.00926579884242192 0 0.00924470689013357 0 0.00930909663204281 0.00924637412452229 0.000202684042429935 0.000160465790737379
32062.25 0 0 419.75 31965.75 0 31968.75 0 0 0 504.75 422.5
32331.175 0 0 445.55 32234 0 32160.625 0 0 0 556.3 440.425
0.00921642858272141 0 0 0.000152932998040563 0.00918868925194355 0 0.0091895516145584 0 0 0 0.000183902157858187 0.000153934941446427
0.00929373220478812 0 0 0.000162333048902854 0.00926579884242192 0 0.00924470689013357 0 0 0 0.000202684042429935 0.000160465790737379
23448.75 0 23455 252 23495 0 23492.25 0 23529.25 23503.75 307.75 266.75
23867.2 0 23907.675 288.3 23734.15 0 23707.575 0 23923 23740.275 355.2 290.975
0.00674044178836759 0 0.00674223837714854 9.18144502828395e-05 0.00675373654534662 0 0.006752946046283 0 0.00676358185186622 0.00675625176963995 0.000112126575692634 9.7188510368839e-05
0.00686072700042974 0 0.00687236170937518 0.000105040103240249 0.00682248121846088 0 0.00681484212296429 0 0.00687676694506606 0.00682424187546622 0.000129414653732002 0.000106014720916862
1011065.75 787743.75 808511 785926.75 1005205.25 786570.75 1003074.25 786240 803581 810814.25 780505.75 782132
1020563.375 803332.75 824191 799075.075 1016667.1 796861.75 1020145.1 800472.95 823892.05 817691.575 802522.425 799341.1
3.88881912205329 3.02986522714073 3.10974141611505 3.02287657744632 3.86627813056505 3.02535356721142 3.85808175604728 3.02408141757663 3.09077936713681 3.11860030846984 3.00202601608505 3.00828099218056
3.92534943248472 3.08982453373745 3.1700507321351 3.07344841976515 3.91036335593651 3.06493540210698 3.92374063917105 3.07882500682711 3.16890089348559 3.14505227063806 3.08670781521041 3.07447162038978
781315.25 629492.25 651112.75 628151.75 777942.75 628803.25 776298 628095.75 647324.25 652990.5 624689.75 625016.5
787798.075 639433.9 661592.125 635563.85 785929.025 635603.875 789189.5 637810.475 661949.95 656762 639636.675 636505.1
6.59526995087198 5.31369549068931 5.49619933145375 5.30238000776594 6.5668018672024 5.30787947596779 6.55291813684939 5.30190729829656 5.4642196917259 5.51204987084902 5.2731564330694 5.27591460841085
6.64999303597657 5.39761534955177 5.58465825637736 5.36494732665913 6.63421593537386 5.36528518731113 6.66173838907366 5.38391162865295 5.58767874326811 5.54388600948795 5.39932702209917 5.37289264430301
-0.0014655491818904 -0.00114709658075179 -0.0011817298249519 -0.00114487514495637 -0.0014578903748203 -0.00115121486206551 -0.00145214982561326 -0.00114836313614261 -0.00117956270422853 -0.00117796020008862 -0.00113479952195392 -0.00114194997884054
-0.00143343983564846 -0.00112504376492628 -0.00116284054316041 -0.0011209079853895 -0.00142929324919433 -0.00113404452747987 -0.00143793843656122 -0.00112885897437964 -0.00115827165187702 -0.00116021522664564 -0.00112298358294234 -0.00111603899769938
-0.00158546026241412 -0.0012409519028131 -0.00127841883542531 -0.00123854870937362 -0.00157717481255192 -0.00124540714147246 -0.00157096457221016 -0.0012423220876333 -0.00127607440111138 -0.00127434078025063 -0.00122764869995268 -0.00123538420647265
-0.0015507237328266 -0.00121709472790711 -0.00125798403457658 -0.00121262055932192 -0.00154623787310321 -0.00122683193190987 -0.00155559040879475 -0.00122122209739825 -0.00125304131708704 -0.00125514391493961 -0.00121486598204908 -0.00120735319156909
