"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
253171.15 0 253171.15 162269.19 253171.15 0 253171.15 0
253171.15 0 12658.5575 162269.19 253171.15 0 253171.15 0
7954.18412500001 0 7960.5055 14.494875 7954.71612500001 0 7973.85625000001 0
8224.876125 0 8231.442875 20.100375 8225.43649999999 0 8210.88549999999 0
0.0306512823498818 0 0.0306729561233611 7.99094135893903e-05 0.0306486352026189 0 0.0307220131650105 0
0.0320573203964 0 0.0320852720814389 0.000119414013068648 0.0320612453542533 0 0.0320084883143181 0
7954.18412500001 0 0 14.494875 7954.71612500001 0 7973.85625000001 0
8224.876125 0 0 20.100375 8225.43649999999 0 8210.88549999999 0
0.0306512823498818 0 0 7.99094135893903e-05 0.0306486352026189 0 0.0307220131650105 0
0.0320573203964 0 0 0.000119414013068648 0.0320612453542533 0 0.0320084883143181 0
5161.00574999999 0 5166.71287499999 8.9795 5165.10349999999 0 5171.87762499999 0
5389.75625000001 0 5394.185625 14.035875 5393.93800000001 0 5383.51500000001 0
0.0198005012900818 0 0.0198189879026997 4.88643792886563e-05 0.0198188351900745 0 0.0198408235447695 0
0.0209788304302072 0 0.02099557027167 8.48450911193805e-05 0.021000680510157 0 0.0209586333378518 0
0.000496921501624854 6.13599466554706e-05 0.000166884009491102 6.23838947487185e-05 0.000496804259622795 6.13593779630541e-05 0.000497790092793878 6.14009578581538e-05
0.000543161361610448 8.06479684670663e-05 0.000188696142992291 8.15034562660231e-05 0.000543320424027467 8.03044816231833e-05 0.000542885726367713 8.05428545591479e-05
11.4475482489726 0.646466582324268 3.31761301714286 0.662438089571848 11.4451986678081 0.646805167190928 11.4778985150179 0.646760049599225
12.5273822882734 0.977085676519832 3.759535742117 0.99142664306982 12.5272651621097 0.973610804199645 12.5098871733265 0.97521595632772
0.000306897880354601 3.84512907071889e-05 0.000143942971496546 3.90995426127183e-05 0.00030678014675162 3.8448415215131e-05 0.000307308671669614 3.84630069479639e-05
0.000337240847416463 5.08669401764032e-05 0.000159372239896122 5.14992546733661e-05 0.00033743210810005 5.067854246259e-05 0.000337099442636599 5.08443860357447e-05
8.98682213716062 0.792302852688197 4.59309615910757 0.806102451307306 8.98697645031767 0.792408925894689 9.00619451609333 0.79264783781946
9.93877498831452 1.11141467156227 5.0870409839186 1.12441422843044 9.94209074746208 1.1079563041867 9.93102641105313 1.1102977043374
-0.000463965015106813 -9.46787300866277e-05 -0.000167697752724457 -9.51769615419955e-05 -0.000464050831765079 -9.46366913437256e-05 -0.000463088701472618 -9.46725589463237e-05
-0.000424320696934514 -7.5269477657062e-05 -0.000146932402153554 -7.60948388689192e-05 -0.00042427899020817 -7.55487629992241e-05 -0.000424443936707072 -7.54264610791101e-05
-0.000542738120976953 -8.064334511238e-05 -0.000189681272025467 -8.15137524168377e-05 -0.000542896467227811 -8.06484684628817e-05 -0.00054176000614186 -8.06922387564123e-05
-0.000496562522067586 -6.13682658393302e-05 -0.000167788332929781 -6.24095490608328e-05 -0.00049644585925165 -6.16650155493673e-05 -0.000496778220049596 -6.15397782756999e-05
1 0 1 0.6298509741965 1 0 1 0
1 0 0.05 0.6298509741965 1 0 1 0
