"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
250514.025 0 250514.025 250514.025 97013.205 88969.445 215.665 0
250514.025 0 12525.655 224569.755 97013.205 88969.445 215.665 0
413.706 0 413.8405 413.935625 8.019125 0.135 0 0
455.179125 0 455.145125 455.13475 15.9715 1.03 0.005 0
0.00166004492577978 0 0.00166027528484812 0.00166057702908607 4.73534369983917e-05 8.26202271532286e-07 0 0
0.00187126882766385 0 0.00187176381303395 0.00187014006101635 0.000105823536261336 7.93004117294333e-06 3.1003906492218e-07 0
413.706 0 0 81.74425 8.019125 0.135 0 0
455.179125 0 0 92.836875 15.9715 1.03 0.005 0
0.00166004492577978 0 0 0.000282897910948535 4.73534369983917e-05 8.26202271532286e-07 0 0
0.00187126882766385 0 0 0.0003395725831377 0.000105823536261336 7.93004117294333e-06 3.1003906492218e-07 0
227.17975 0 227.14675 227.156375 4.4995 0.03 0 0
261.609125 0 261.744125 261.63875 10.811 0.62 0.005 0
0.000904881061793169 0 0.000904792500304337 0.000904766852581263 2.57591797800526e-05 2.20368548480978e-07 0 0
0.00107542629963201 0 0.00107596568202224 0.00107533881095328 7.08290012796807e-05 4.63842568758924e-06 3.1003906492218e-07 0
2.15406311297366e-05 1.20930636035791e-06 6.38624961010973e-06 8.7471065109406e-06 1.69479266118914e-06 1.22815884660156e-06 1.22010281228759e-06 1.2293836143708e-06
2.87362892412473e-05 3.76027163292599e-06 9.44817833905645e-06 1.28430765698661e-05 4.58754011077845e-06 3.77161212225845e-06 3.74370317876779e-06 3.73048518730324e-06
2.53182448769107 0.062627621087585 0.644339368740604 0.877019128741825 0.111280982376107 0.0641916121650386 0.0629988603898662 0.0635389076501114
3.20259003207544 0.265843128900867 0.921311746822952 1.25939526854 0.354585144167996 0.265823681931898 0.263937081785055 0.263956097263697
1.24757080445741e-05 1.02596339743713e-06 6.1797227738174e-06 7.30972918010687e-06 1.35043774278249e-06 1.03610238088895e-06 1.03459117469904e-06 1.03778978383463e-06
1.72120052430975e-05 2.80650136994186e-06 8.5214787107256e-06 1.02831898446159e-05 3.35352726726047e-06 2.80035067397272e-06 2.79034279755444e-06 2.78102222110687e-06
1.57809571005649 0.0805077598927553 0.855980911481824 0.985322827254231 0.122011253620481 0.0812943516196264 0.0807806517747939 0.0811685988778448
2.13725530225651 0.268135316873438 1.15239537752059 1.35512234087347 0.34380893821124 0.266373929990412 0.2657337309955 0.26563851160272
-2.16654703165151e-05 -3.74168371339065e-06 -7.50722935591323e-06 -9.77010184194374e-06 -4.36614500966429e-06 -3.80024352671221e-06 -3.79878267729222e-06 -3.79197990259223e-06
-1.58895052715924e-05 -1.35684344262149e-06 -4.83802395568505e-06 -6.36358733184985e-06 -1.75737490902059e-06 -1.4193924397323e-06 -1.43718821876216e-06 -1.45067461728815e-06
-2.86198483895609e-05 -3.76085026947518e-06 -9.56244928603884e-06 -1.28065066776649e-05 -4.6513183410755e-06 -3.83842104745233e-06 -3.84554293003456e-06 -3.83238639518627e-06
-2.14514682613319e-05 -1.21225248306946e-06 -6.49147679811685e-06 -8.71882127317421e-06 -1.75594398820615e-06 -1.29111491030876e-06 -1.31255859513927e-06 -1.3219985259413e-06
1 0 1 1 0.373470505335103 0.343636099392787 0.000950895251023783 0
1 0 0.0499983746536951 0.891310321701677 0.373470505335103 0.343636099392787 0.000950895251023783 0
