"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
244315.045 0 244315.045 244315.045 92217.635 92217.635 0 0
244315.045 0 12215.815 244290.13 92217.635 92217.635 0 0
0.335 0 0.349875 0.345 0 0 0 0
1.555375 0 1.575125 1.575 0.06 0.06 0 0
1.02392010291532e-06 0 1.07163630096599e-06 1.06641617536633e-06 0 0 0 0
5.97645353688955e-06 0 6.04994423604915e-06 6.04306341084357e-06 1.91122206337976e-07 1.91122206337976e-07 0 0
0.335 0 0 0.335 0 0 0 0
1.555375 0 0 1.53 0.06 0.06 0 0
1.02392010291532e-06 0 0 1.04044424063899e-06 0 0 0 0
5.97645353688955e-06 0 0 5.92618970457057e-06 1.91122206337976e-07 1.91122206337976e-07 0 0
0.035 0 0.025 0.039875 0 0 0 0
0.75025 0 0.74 0.74025 0.03 0.025 0 0
9.35914326618268e-08 0 6.55449521563563e-08 1.0691933459034e-07 0 0 0 0
2.94564381793216e-06 0 2.91195224615656e-06 2.88724894307763e-06 9.0220488480907e-08 7.85059758397763e-08 0 0
0.0538585487705904 0.053994825792821 0.0538052461413108 0.0538588902817044 0.0538030825494128 0.0538037832331993 0.0538067431265608 0.0538060694449713
0.0550268002283497 0.0551740849557738 0.0549751918906021 0.0550344658840417 0.054979090977532 0.0549777462105958 0.0549783318942146 0.0549778887707215
6.28257178269113 6.29915715252874 6.28088515826617 6.28343304818681 6.27929967786278 6.27842637992508 6.28011139588486 6.27781888098333
6.65019668151267 6.66811865022129 6.64663163609906 6.65011910134413 6.64693007922538 6.64734465144981 6.64731862134667 6.64620712127023
0.0239487713955323 0.0240032895858162 0.0239360790626131 0.0239499333389064 0.0239357489622632 0.0239348784783668 0.0239371941971092 0.0239371045017473
0.0245237346355331 0.0245848111985923 0.0245136704656895 0.0245260870637175 0.0245153684761124 0.0245134234970777 0.0245115223034403 0.0245130899163733
5.32252226312599 5.33427049814743 5.32073327986733 5.3229287714191 5.32057672801797 5.3200068874954 5.32100252405258 5.32012377174018
5.55996789866136 5.57315966744396 5.558070710855 5.55954075075154 5.55808879827572 5.55831337913419 5.55810443604335 5.55764506758354
-0.0834591482164665 -0.0837784319739707 -0.0839048318671758 -0.0834691464451534 -0.0839086346291868 -0.0839070034095552 -0.0839093297635716 -0.0839086151092698
-0.0818632244087888 -0.082166088475527 -0.0822970399938861 -0.0818645601397504 -0.0822926911669578 -0.0822944792099901 -0.0822994507376098 -0.0822975526510015
-0.055655741292565 -0.0558683344476002 -0.05595519546392 -0.0556635097273331 -0.0559580301941801 -0.0559566804100008 -0.0559583619428526 -0.055957958160601
-0.0544799371397461 -0.0546794555651889 -0.0547701550392682 -0.0544803782889344 -0.0547669846426466 -0.0547677227864848 -0.0547716881669369 -0.0547710422255363
1 0 1 1 0.34 0.34 0 0
1 0 0.0500010673085721 0.999935290924627 0.34 0.34 0 0
