"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
0.0395270485016798 0.00137723149310199 0.000752841046132281 0.085804300906288 0.0433655980084063 0.000882005351916194 0.00276023996073549 0.0948514052216794 0.165006213986066 0.00699916326389244 0.00749773914023658 0.172135623834541 1 1 1 1 1.14665266964585 0.309101206250489 0.132272714981809 0.566016362980008 1
0.00665330632628086 0.00178648222396852 0.0173545860771016 0.0226132198512661 0.00578880323926708 0.00184079399722836 0.00652113858425339 0.0386685270587149 0.0207981010936198 0.00831854446500324 0.00370128793357754 0.0136073786441692 1 1 1 1 1.0039397617802 0.326628328999504 0.0247715967707336 0.162711632670835 2
0.293416367976603 0.0613191162278718 0.0908546614614154 12.5400076801318 0.290439362540715 0.0928030346506743 0.158114215900376 17.1194039988331 0.525335084692664 0.162803163523977 0.21223901559579 0.346125391860872 0 1 1 0 1.54005571315065 0.942784613231197 0.36185066960752 0.0127429524436593 3
0.0061419412443222 0.00136199062195905 0.00657771717651227 0.0189051176156589 0.00858083456923541 0.00117256340906021 0.000363944417085108 0.0766017928410279 0.0278570329546912 0.0153763023708863 0.00510651145234338 0.0249034337639259 1 1 1 1 0.701285149902105 0.456748500000685 0.0254929212387651 0.0783239570446312 4
0.0341801437384308 0.00837392503166358 0.0190296911732026 0.0657805769012377 0.0474296431697516 0.011036919596465 0.0203940148672549 0.0936559607084553 0.137828777834774 0.00971896205017392 0.00218603205408922 0.143630379410556 1 1 1 1 1.33121683495119 0.304883275413886 0.0177239710465074 0.692625114694238 5
0.101391202569025 0.00158999480910261 0.00794064950001125 0.201916091271312 0.0928519186927498 0.00234759913190204 0.010121080120819 0.186339647214943 0.21403659570935 0.0148640690113885 0.0136668078154727 0.209749466195444 0 1 1 0 1.79029444232583 0.684289930388331 0.149843604303896 0.869767326395959 6
0.0686360145499395 0.00393485556556396 0.0756726033406478 0.125601762701851 0.0538710392669512 0.0039573176954835 0.085190800929972 0.082885111746833 0.195767139545775 0.0234134187241841 0.0156985751379339 0.193484357787994 1 1 1 1 1.14349149307236 0.536283893976361 0.0915618345607072 0.524219667539001 7
0.10189291291665 0.00282469660154391 0.00240111487616963 0.246883953710731 0.0911567795818553 0.00482293363900667 0.00136391341786943 0.216923859794028 0.122476575846515 0.0151234344473189 0.0143816568649528 0.118222266900108 0 1 1 0 1.56050599738955 0.637203397462144 0.233300005318597 0.668867945903912 8
0.0168809727977542 0.00475872617024535 0.00895771627776323 0.0186644598913851 0.0365374025451113 0.00470633825316135 0.0153815720821475 0.0790344415804298 0.0885731481674326 0.00578426074768584 0.00460163073961538 0.112621701411469 1 1 1 1 1.07441852940246 0.26117097097449 0.0339893251657486 0.349979129619896 9
0.052553510004487 0.00151196648350732 0.00476606304065751 0.144569753607418 0.054564632634052 0.00253930328349429 0.00119331273669629 0.147792128142204 0.112682375714148 0.00380101569607888 0.00283454614918908 0.117927063886994 0 1 1 1 1.06817620107904 0.28374484134838 0.0390948338899761 0.405133123509586 10
0.0175804933204549 0.0186912146680694 0.138649224082312 0.114386908932634 0.0230631261182602 0.0168200959379371 0.160864669843656 0.136190009922959 0.0524829433201869 0.0436872401737179 0.0248288402701139 0.0254962093503579 1 1 1 1 0.513322463724762 0.415628093760461 0.0779313575476408 0.0305227264761925 11
0.0108021846928866 0.000209476725417458 0.00416162793180737 0.0247217179605727 0.0222271395991742 0.000162764533022129 0.00399821483269061 0.0560238890633895 0.117049944493696 0.00416395774962153 0.00464095419088535 0.12335955089761 1 1 1 1 1.25396963302046 0.259086672216654 0.0873338542878628 0.453100867336616 12
0.00074166718159141 0.000791695173645988 0.00294655130420495 0.0416178292463596 0.000680982097562146 0.000685640295078718 0.00748877914837442 0.0353766816808046 0.0351597402291057 0.0128126065215293 0.00826412842390289 0.0318949101286459 1 1 1 1 1.28867208724841 0.56205772398971 0.0713672018609941 0.313750441418961 13
0.176909141579315 0.00134138837210966 0.00666355438642425 0.37363361311394 0.163207944359039 0.00077240973921267 0.0111688388313575 0.348526032620145 0.1516386151101 0.0108137705694806 0.0096799968510263 0.154833330977517 0 1 1 0 1.99554483033717 0.776968540856615 0.201026257826015 0.966969619970769 14
0.0241845661933063 0.00223263799791389 0.000294996710921544 0.0483214175983057 0.0340510303017372 0.0023596811557919 0.000332123900643548 0.0779884204270231 0.222502780291463 0.00774506885107262 0.00827509720876055 0.228105000932633 1 1 1 1 1.45113623607904 0.517861147643998 0.144224777352065 0.605628827819601 15
0.153898815008868 0.000606157447844462 0.0153317337304487 0.362915225900721 0.146209064690543 0.000177603620115717 0.0245852832286417 0.347071078464522 0.234428530812357 0.0239824987137676 0.0256869558601089 0.233921443877645 0 1 1 0 1.77554774377495 0.910309325205162 0.332796147791669 0.74725797213614 16
0.110514000204574 0.000302910111573655 0.00193392328505606 0.229800680012801 0.105977549656315 0.000142116615767479 0.00394121912384852 0.220403741750907 0.186016025007649 0.00970869204236657 0.00744678911793907 0.190204369678312 0 1 1 0 1.99290022393689 0.811510586645454 0.0934409152250737 0.969843920785934 17
0.00819603982035374 0.00162250698333253 0.00858279967520271 0.0585029398506941 0.00118774280822818 0.00307002503257027 0.0119953608269469 0.0434398825382012 0.0684274231903443 0.015320100978925 0.0129845668348665 0.0628033521855363 1 1 1 1 1.12181222438812 0.652303830254823 0.215611922554672 0.297541262814775 18
0.00339886478224132 0.0039286012048081 0.00251874772804208 0.00234342057127769 0.0145188895466466 0.00474701399343742 0.00309789957543145 0.0529871562574687 0.131009166469922 0.0127579180142593 0.0124932453275349 0.131838957151105 1 1 1 1 1.39790877746418 0.711442576022819 0.272970167221501 0.492779911495745 19
0.340901911501338 0.104910735630959 0.246630000352729 0.0218881137451664 0.371340891244635 0.1290403451057 0.168038007593478 0.107690344215787 0.414688778109474 0.170326716899488 0.191162115128066 0.333961765020505 0 0 1 1 1.49513221206143 0.969297251896933 0.276013411115855 0.208839517552406 20
0.0240935680957716 0.00271066580808698 0.00973635357562212 0.113209319406805 0.0184211489339456 0.00319876694613769 0.00591445618253122 0.0918945222120656 0.0472381616447777 0.0119474117897372 0.00820776614405287 0.0475129468304238 1 1 1 0 1.05361191835254 0.57580360583961 0.0995876919478178 0.290397075936198 21
0.00179816360468113 0.000578868857542081 0.0152953643523236 0.0413934595106435 0.00137226513740082 0.00187843048873209 0.0171108315580771 0.0383684240798992 0.0132844808776926 0.00640152528741705 0.00319785910820487 0.0128818050093141 1 1 1 0 0.954917162191123 0.356173918116838 0.0360350233968347 0.189678232418373 22
