"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
0.150678632338462 0.00460326481748457 0.120262770329325 0.351379071608892 0.14538649404606 0.00450874779493575 0.119453089717847 0.3344062935099 0.264271557100063 0.0963153966420621 0.0894103897675214 0.245122744121852 0 1 1 0 1.77554774377495 0.910309325205162 0.332796147791669 0.74725797213614 16
0.111535110056339 0.00621024995268693 0.0161246774679932 0.244284860360951 0.113986206657122 0.00776641132885874 0.0203214722741771 0.243000265909671 0.214802659628464 0.0450993245193204 0.0128969769659245 0.200359682435618 0 1 1 0 1.99290022393689 0.811510586645454 0.0934409152250737 0.969843920785934 17
0.00453771332712413 0.0220232168842393 0.00342868876480354 0.051318669601531 0.0202567066140064 0.0190331554239468 0.000307836545083647 0.0046766798162024 0.195245398728079 0.0809703405779931 0.0367776847310411 0.11957426923862 1 1 1 1 1.12181222438812 0.652303830254823 0.215611922554672 0.297541262814775 18
0.0311415815579643 0.0175371397922871 0.0182840900492861 0.0760712042961478 0.0130930627866832 0.0183178471133803 0.0154718416471079 0.00745175430550009 0.270991762274793 0.0642002252310157 0.0360293094103469 0.221492989486608 1 1 1 1 1.39790877746418 0.711442576022819 0.272970167221501 0.492779911495745 19
0.189384647028621 0.15088564605927 0.203434059012029 0.730260363971951 0.202385735057774 0.168866320095862 0.145505708823845 0.66853410610791 0.240907066515581 0.19831056965184 0.138704012268145 0.0572103686701031 0 0 1 0 1.49513221206143 0.969297251896933 0.276013411115855 0.208839517552406 20
0.140536255043411 0.0100093954971605 0.0532984108007527 0.316927186153852 0.131314815253662 0.0111713447456799 0.0537178049902364 0.301995608313163 0.18557779433845 0.0456164487865762 0.00956455645345222 0.166990318300717 0 1 1 0 1.62347775837407 0.581902888603508 0.0563015448860824 0.706641011638567 26
0.137042539138769 0.0385176328041466 0.334484658749608 0.735736566959447 0.146292271189301 0.00285697786691323 0.339341093800766 0.637268447653256 0.274605696637999 0.195791535618863 0.219290742354262 0.11067347002416 0 1 1 0 1.53594088042155 0.81922329030931 0.305421998491511 0.338864039396867 27
0.03347617179257 0.0292877335406429 0.286188958096057 0.132950920008416 0.0221380443490258 0.0109316747081493 0.300751639134838 0.105382084353704 0.121992727914928 0.107558438420501 0.13791089300209 0.0297895393948833 1 1 0 1 1.15449209976941 0.887741309823468 0.262252214364707 0.0839636714663357 28
0.00993220892964944 0.102932221615601 0.114694221142677 0.113742819620485 0.026889431505095 0.0836215830752854 0.133103662681921 0.0771485485946565 0.289476957326072 0.195712084828198 0.0901537802124777 0.251815895356855 1 1 1 1 1.33023223374039 0.746596497716382 0.208682954544201 0.583391360472888 29
0.0101620052142308 0.0144015927469215 0.0304509187122328 0.015074438988429 0.0130078477798995 0.00605179266384539 0.0120760829526935 0.0603917903477574 0.210447949422305 0.104475349991517 0.0459923400582724 0.125730291964874 1 1 1 1 1.33386314334348 0.872996591031551 0.203180402750149 0.30182553594932 30
